,gameId,playId,down,yardsToGo,possessionTeam,yardlineSide,absoluteYardlineNumber,passResult,prePenaltyYardsGained,num_pass_rushers,isBlitz,avg_def_speed,std_def_acc,def_players_near_los,avg_def_spacing,avg_olb_orientation,avg_olb_motion_angle,avg_ilb_orientation,avg_ilb_motion_angle,avg_mlb_orientation,avg_mlb_motion_angle,avg_lb_orientation,avg_lb_motion_angle,avg_cb_orientation,avg_cb_motion_angle,avg_ss_orientation,avg_ss_motion_angle,avg_fs_orientation,avg_fs_motion_angle,0
67,2022100207,1458,2,7,TEN,IND,102,C,8,11.0,True,0.5423646723510873,0.43978160378066955,10.0,8.284194545363246,284.8310256410257,153.22017094017096,0.0,0.0,284.92846153846153,160.6318803418804,0.0,0.0,267.21954415954417,217.35509971509973,0.0,0.0,271.44482905982903,173.71128205128207,
68,2022101605,3982,1,10,NO,CIN,69,I,0,,,,,,,,,,,,,,,,,,,,,
69,2022092504,3192,1,10,DET,DET,101,,4,11.0,True,,,,,,,,,,,,,,,,,,,
70,2022092503,3006,3,9,BUF,MIA,35,C,5,0.0,False,,,,,,,,,,,,,,,,,,,
71,2022101604,3174,1,10,MIA,MIN,41,C,13,,,,,,,,,,,,,,,,,,,,,
72,2022110606,120,2,10,BUF,NYJ,97,IN,0,,,,,,,,,,,,,,,,,,,,,
73,2022102000,1707,2,2,NO,NO,43,R,14,,,,,,,,,,,,,,,,,,,,,
74,2022091105,3712,1,10,IND,HOU,81,,14,11.0,True,0.8982854406002525,0.4343107838792609,11.0,6.781828436992836,241.60988505747127,140.98310344827584,286.1162068965517,179.16655172413792,0.0,0.0,0.0,0.0,244.9967432950192,111.51578544061303,252.86517241379312,101.01160919540229,259.40068965517247,156.0271264367816,
75,2022101600,1215,2,9,SF,ATL,24,C,14,,,,,,,,,,,,,,,,,,,,,
76,2022091500,2436,2,8,LAC,LAC,37,C,6,0.0,False,,,,,,,,,,,,,,,,,,,
77,2022100903,730,1,10,JAX,HOU,91,C,3,11.0,True,0.39361111110862756,0.3982270765200208,9.0,7.798917882653129,271.9406666666667,171.268,65.596,193.12800000000001,0.0,0.0,0.0,0.0,241.2115555555555,180.62533333333332,237.3786666666667,62.82866666666667,329.38,198.71066666666667,
78,2022103002,240,1,10,DAL,CHI,79,C,16,,,,,,,,,,,,,,,,,,,,,
79,2022100907,3032,3,10,MIA,NYJ,51,C,5,0.0,False,0.40968627450980394,0.4577077251665671,9.0,11.617446509628667,95.04682352941175,183.482,88.35282352941176,167.73352941176472,0.0,0.0,0.0,0.0,92.90662745098038,195.41682352941174,91.85623529411765,216.58470588235295,0.0,0.0,
80,2022102308,3207,1,10,HOU,LV,70,IN,0,,,,,,,,,,,,,,,,,,,,,
81,2022103005,121,3,1,MIN,MIN,44,,3,,,,,,,,,,,,,,,,,,,,,
82,2022092510,2324,1,10,ARI,ARI,99,C,5,11.0,True,,,,,,,,,,,,,,,,,,,
83,2022100910,3801,1,10,CAR,CAR,100,I,0,0.0,False,0.4685714285714286,0.4136777762974194,7.0,10.790646743258007,0.0,0.0,79.2593956043956,137.24774725274725,0.0,0.0,0.0,0.0,85.44047619047619,198.17974358974362,96.19637362637366,155.9297802197802,90.43923076923076,221.37373626373625,
84,2022103005,999,1,10,MIN,MIN,93,,19,,,,,,,,,,,,,,,,,,,,,
85,2022101601,2092,2,9,NE,NE,36,C,53,,,,,,,,,,,,,,,,,,,,,
86,2022091811,4032,2,3,ARI,LV,13,I,0,0.0,False,,,,,,,,,,,,,,,,,,,
87,2022101610,3248,1,10,KC,KC,56,,2,,,,,,,,,,,,,,,,,,,,,
88,2022092509,1988,2,11,LAC,LAC,74,I,0,0.0,False,,,,,,,,,,,,,,,,,,,
89,2022100908,2253,3,11,ATL,ATL,27,C,10,0.0,False,0.8240359477124182,0.5695752636893029,9.0,8.767910169073355,229.4678431372549,227.37803921568624,265.25916666666666,134.9014705882353,0.0,0.0,0.0,0.0,244.57014705882352,227.93975490196078,0.0,0.0,261.79725490196074,146.8647385620915,
90,2022092200,3620,3,3,PIT,PIT,97,S,-3,10.0,True,,,,,,,,,,,,,,,,,,,
91,2022101605,1360,1,10,NO,CIN,90,,4,,,,,,,,,,,,,,,,,,,,,
92,2022100206,260,1,10,HOU,HOU,38,,9,0.0,False,0.5874640287747003,0.46469203325065184,10.0,7.387564580871271,269.9870503597122,207.16539568345323,266.3479136690648,200.57553956834533,0.0,0.0,0.0,0.0,270.4311151079136,130.15392086330937,267.9937410071942,187.28129496402877,228.58410071942447,107.62892086330935,
93,2022092506,1986,1,10,NYJ,NYJ,91,,5,11.0,True,,,,,,,,,,,,,,,,,,,
94,2022100906,3633,1,10,NO,NO,33,,7,0.0,False,0.44951201201033403,0.42751339999074506,9.0,9.132005217664036,238.664954954955,259.0208108108108,276.73855855855857,244.1073873873874,260.62855855855855,233.8610810810811,0.0,0.0,265.7926576576577,172.07756756756757,264.23180180180174,142.7826126126126,254.09,196.48423423423424,
95,2022100208,1348,2,6,NYG,CHI,18,R,8,0.0,False,0.25606666666666666,0.37780494064731085,10.0,7.291041137027201,126.03149999999998,133.8305,82.23330000000001,128.841,0.0,0.0,0.0,0.0,76.4029,87.82809999999999,68.2586,154.4818,84.9666,267.62280000000004,
96,2022100600,2300,1,10,DEN,DEN,75,I,0,11.0,True,0.655959119497324,0.4540763026154013,9.0,7.5378200248089,82.2282075471698,125.23858490566039,0.0,0.0,110.50311320754717,177.53481132075473,0.0,0.0,120.36556603773585,174.36476415094342,0.0,0.0,102.76433962264151,234.3260849056604,
97,2022091811,120,1,10,LV,LV,54,,6,0.0,False,,,,,,,,,,,,,,,,,,,
98,2022103005,79,1,5,MIN,MIN,40,,3,,,,,,,,,,,,,,,,,,,,,
99,2022100201,115,1,15,CLE,CLE,77,C,25,0.0,False,0.5210416666666666,0.5197180590556071,11.0,7.369576208470385,107.42199074074072,114.99587962962963,76.98935185185184,186.14310185185187,0.0,0.0,0.0,0.0,94.95666666666666,193.11412037037033,56.178518518518516,236.98555555555558,104.62648148148148,225.43601851851852,
100,2022102700,1248,2,4,BAL,BAL,63,,2,,,,,,,,,,,,,,,,,,,,,
101,2022092511,2346,3,11,ATL,SEA,81,S,-7,10.0,True,,,,,,,,,,,,,,,,,,,
102,2022110604,328,1,10,LV,LV,81,,-3,,,,,,,,,,,,,,,,,,,,,
103,2022091806,950,1,10,PIT,PIT,58,,0,0.0,False,,,,,,,,,,,,,,,,,,,
104,2022091104,1094,1,10,DET,DET,35,,1,0.0,False,0.4113577586206897,0.4580181036321948,9.0,8.815740711667114,0.0,0.0,280.55931034482757,233.75318965517243,0.0,0.0,0.0,0.0,199.4746120689655,106.79508620689654,270.73478448275864,157.41909482758618,0.0,0.0,
105,2022101000,2631,3,8,KC,KC,55,C,28,0.0,False,0.7083270202020201,0.5497136205687535,8.0,10.403582861593224,0.0,0.0,0.0,0.0,272.1376515151515,133.16750000000002,0.0,0.0,252.00305555555553,184.2444191919192,258.12162878787876,121.88246212121211,255.30257575757577,282.5678787878787,
106,2022101607,4052,2,1,PIT,TB,39,,3,,,,,,,,,,,,,,,,,,,,,
107,2022091101,3923,2,11,CAR,CLE,95,,0,11.0,True,0.5752466666037839,0.5108835005716623,11.0,6.673876171868494,226.2076,205.0422933333333,0.0,0.0,255.36287999999996,158.92064000000002,0.0,0.0,259.4601200000001,194.89508,222.83747999999997,164.73244,0.0,0.0,
108,2022100913,3486,3,1,CIN,BAL,79,C,8,11.0,True,0.427542270531401,0.50209909439382,11.0,9.14749372201689,241.34971014492754,215.38449275362316,259.4952173913044,192.0768115942029,0.0,0.0,0.0,0.0,257.76594202898553,181.49190821256036,285.11355072463766,198.14166666666665,0.0,0.0,
109,2022102309,3883,1,10,LAC,LAC,72,I,0,,,,,,,,,,,,,,,,,,,,,
110,2022103003,56,1,10,DET,DET,35,C,10,,,,,,,,,,,,,,,,,,,,,
111,2022100213,2724,2,10,KC,TB,100,C,10,11.0,True,0.5761270491803279,0.4424156629985716,7.0,9.465059052050783,286.17610655737707,222.1631967213115,274.770368852459,185.05663934426232,0.0,0.0,0.0,0.0,246.10713114754097,129.52385245901638,0.0,0.0,235.67289617486338,186.15997267759565,
112,2022103012,168,1,10,GB,GB,82,,2,,,,,,,,,,,,,,,,,,,,,
113,2022103001,2165,3,17,ATL,ATL,28,C,5,,,,,,,,,,,,,,,,,,,,,
114,2022091109,1772,3,1,WAS,WAS,74,C,25,11.0,True,0.7043482905982906,0.552803031322441,10.0,6.628028380786454,106.5426923076923,146.09948717948717,105.06525641025641,180.59929487179488,0.0,0.0,0.0,0.0,54.67096153846154,67.12307692307692,95.86615384615384,215.86256410256408,0.0,0.0,
115,2022100212,2342,2,6,LV,LV,86,C,16,11.0,True,0.6348046875000001,0.5091936905875151,9.0,8.4530727624566,99.02960937499999,152.581796875,89.27964843750001,203.73484374999998,0.0,0.0,0.0,0.0,111.825,216.69575520833334,95.953984375,249.09375,0.0,0.0,
116,2022100213,102,2,5,KC,TB,26,C,16,0.0,False,0.6927380952360794,0.5728984606618707,11.0,8.26817899381893,117.98064935064933,162.71935064935067,140.45126623376626,137.96389610389613,0.0,0.0,0.0,0.0,134.0305844155844,234.46873376623375,0.0,0.0,119.65478354978355,218.26816017316017,
117,2022092600,3207,1,10,DAL,NYG,73,C,10,11.0,True,,,,,,,,,,,,,,,,,,,
118,2022091104,2952,1,10,DET,PHI,87,I,0,11.0,True,0.43898809523809523,0.43412192921215437,8.0,9.787117849888059,265.5590816326531,118.51086734693878,269.2660204081633,197.04107142857146,0.0,0.0,0.0,0.0,272.06008503401364,149.82632653061225,280.8320408163265,155.22561224489797,0.0,0.0,
119,2022102302,2261,1,10,CIN,CIN,48,C,5,,,,,,,,,,,,,,,,,,,,,
120,2022100903,1270,4,4,JAX,HOU,47,I,0,0.0,False,0.6586681546483721,0.5345181691180895,9.0,9.655472520537042,113.86892857142858,184.05553571428572,90.74151785714285,139.60660714285714,0.0,0.0,0.0,0.0,89.57071428571427,129.73369047619047,94.66616071428571,226.23714285714286,105.24035714285712,182.87776785714283,
121,2022091106,1380,1,10,MIA,MIA,18,,1,0.0,False,0.374275641025641,0.4971106509796842,10.0,8.640850227288807,279.5642307692308,194.45984615384614,265.7217307692308,195.39876923076923,0.0,0.0,0.0,0.0,256.0797692307693,119.43323076923076,0.0,0.0,274.82464102564103,175.00866666666667,
122,2022092504,3778,3,7,DET,MIN,46,,6,0.0,False,,,,,,,,,,,,,,,,,,,
123,2022100202,835,1,10,BUF,BUF,88,I,0,11.0,True,0.3775496031746032,0.4090842902802809,9.0,11.435568811139595,61.05005952380952,130.50309523809523,96.08511904761903,71.15416666666667,0.0,0.0,0.0,0.0,119.75291666666668,190.4735119047619,81.68380952380953,51.57833333333334,88.70416666666667,164.75982142857143,
124,2022101602,496,3,6,NYJ,NYJ,71,R,4,,,,,,,,,,,,,,,,,,,,,
125,2022091101,63,1,10,CAR,CAR,32,I,0,0.0,False,0.4490503875685986,0.5001635167860669,10.0,8.145320720388503,222.0929069767442,215.04651162790697,0.0,0.0,243.3256589147287,200.5322480620155,0.0,0.0,201.61023255813956,150.2729069767442,164.5527519379845,179.59503875968994,0.0,0.0,
126,2022091810,3528,1,10,DEN,DEN,24,,3,0.0,False,,,,,,,,,,,,,,,,,,,
127,2022100913,3812,2,6,BAL,CIN,42,,4,0.0,False,0.36422897196261683,0.5067900615163826,10.0,7.288083983377479,86.90813084112149,96.41588785046729,91.36,149.3292523364486,0.0,0.0,0.0,0.0,91.95556074766354,170.07929906542057,76.27794392523366,225.7546728971963,89.68242990654208,149.59728971962616,
128,2022091812,2969,3,2,GB,GB,101,,4,11.0,True,,,,,,,,,,,,,,,,,,,
129,2022110300,2479,2,10,HOU,PHI,23,,1,,,,,,,,,,,,,,,,,,,,,
130,2022092505,2669,3,5,BAL,NE,48,I,0,0.0,False,,,,,,,,,,,,,,,,,,,
131,2022101000,3785,1,10,KC,KC,63,C,7,11.0,True,0.3904455445221819,0.4792031989984399,8.0,9.00773477541984,0.0,0.0,81.18198019801982,174.77831683168318,81.76019801980196,123.42376237623762,0.0,0.0,122.28874587458748,150.35376237623763,57.871386138613865,113.0321782178218,104.80871287128716,163.339702970297,
132,2022102307,3241,1,10,DEN,DEN,35,,2,,,,,,,,,,,,,,,,,,,,,
133,2022092507,1647,3,4,LV,LV,29,S,-7,0.0,False,,,,,,,,,,,,,,,,,,,
134,2022100908,2582,3,1,TB,ATL,53,,2,0.0,False,0.5226630434981021,0.4108800225987732,8.0,7.659944253749807,146.45195652173916,147.44858695652172,100.65260869565218,133.02119565217393,0.0,0.0,0.0,0.0,98.56347826086957,193.45826086956527,117.60271739130434,201.1878260869565,0.0,0.0,
135,2022091112,2779,3,7,GB,GB,62,S,-5,11.0,True,0.935823529350261,0.3400924006177647,7.0,9.029319399396869,100.35264705882354,186.7355294117647,79.49817647058823,166.48670588235294,0.0,0.0,0.0,0.0,150.0796862745098,216.29313725490195,47.3864705882353,275.0821176470588,91.97129411764705,251.5878823529412,
136,2022103009,1739,1,10,WAS,WAS,52,,0,,,,,,,,,,,,,,,,,,,,,
137,2022091812,2831,3,6,CHI,GB,104,R,5,11.0,True,,,,,,,,,,,,,,,,,,,
138,2022092503,2659,1,11,BUF,MIA,99,I,0,11.0,True,,,,,,,,,,,,,,,,,,,
139,2022101000,516,2,10,KC,KC,64,C,11,11.0,True,0.8152232143708638,0.5537401397760704,10.0,8.200791313761261,0.0,0.0,91.81017857142855,149.43607142857144,99.68214285714285,153.89901785714284,0.0,0.0,90.37779761904761,134.24244047619047,86.53196428571427,270.80883928571427,93.45437500000001,155.35625000000002,
140,2022103008,672,1,10,PIT,PHI,52,C,3,,,,,,,,,,,,,,,,,,,,,
141,2022103008,2242,1,10,PIT,PIT,32,C,2,,,,,,,,,,,,,,,,,,,,,
142,2022091804,2966,3,1,TB,TB,91,,0,11.0,True,,,,,,,,,,,,,,,,,,,
143,2022102302,3372,1,10,CIN,ATL,22,,6,,,,,,,,,,,,,,,,,,,,,
144,2022102310,874,1,10,SF,SF,88,I,0,,,,,,,,,,,,,,,,,,,,,
145,2022100206,2678,3,7,HOU,HOU,44,C,20,0.0,False,0.5805013549683217,0.467337945432657,8.0,9.941972052440562,261.3951219512195,239.35764227642278,245.03504065040656,203.33983739837402,0.0,0.0,0.0,0.0,266.2019783197832,146.15119241192411,259.36825203252033,174.52955284552849,287.330406504065,107.02000000000001,
146,2022102301,1493,2,6,CAR,TB,79,C,11,,,,,,,,,,,,,,,,,,,,,
147,2022091111,1840,2,5,LV,LAC,92,I,0,11.0,True,0.5405582524271845,0.4093950387114207,10.0,6.991515880609533,254.18398058252427,189.51184466019419,266.2930097087379,163.6861165048544,0.0,0.0,0.0,0.0,252.24038834951457,96.35271844660194,257.75466019417473,186.1228155339806,256.7739805825243,78.66262135922331,
148,2022091110,1868,1,10,KC,KC,30,C,19,0.0,False,0.7271611721087725,0.6427539359793343,6.0,10.80178142633999,271.64406593406596,214.5043956043956,235.54263736263738,222.1769230769231,221.00868131868125,138.39681318681318,0.0,0.0,228.06329670329671,107.01890109890111,255.9882417582418,217.3138461538462,266.31186813186815,79.07615384615386,
149,2022091810,3232,3,16,DEN,DEN,42,C,35,0.0,False,,,,,,,,,,,,,,,,,,,
150,2022103003,2099,1,10,DET,MIA,50,C,8,,,,,,,,,,,,,,,,,,,,,
151,2022091107,2478,2,9,NYJ,NYJ,84,I,0,11.0,True,0.6469689542483661,0.49159308147670233,10.0,9.210804998862383,113.62392156862745,134.8225,87.77813725490196,154.72558823529408,0.0,0.0,0.0,0.0,119.57303921568628,196.81338235294118,99.73985294117647,237.9492647058824,98.97210784313724,177.0755392156863,
152,2022103011,1604,2,7,SEA,SEA,38,C,7,,,,,,,,,,,,,,,,,,,,,
153,2022110610,1574,1,10,KC,KC,35,,1,,,,,,,,,,,,,,,,,,,,,
